# epoch00,   epoch01,   epoch02,   epoch03,   epoch04,   epoch05,   epoch06,   epoch07,   epoch08,   epoch09,   epoch10,   epoch11,   epoch12,   epoch13,   epoch14,   epoch15,   epoch16,   epoch17,   epoch18,   epoch19,   epoch20,   epoch21,   epoch22,   epoch23,   epoch24,   epoch25,   epoch26,   epoch27,   epoch28,   epoch29,   epoch30,   epoch31,   epoch32,   epoch33,   epoch34,   epoch35,   epoch36,   epoch37,   epoch38,   epoch39,   epoch40,   epoch41,   epoch42,   epoch43,   epoch44,   epoch45,   epoch46,   epoch47,   epoch48,   epoch49
    71,   366,  2289,  1768,  4201,  1418,  3821,  2388,  1298,  3318,  4107,    80,   501,  2926,  3673,  2850,  3729,  3581,   163,  1678,  2816,   215,  1713,  2914,  1250,  2090,  1762,  1251,  2764,  1157,  3374,  2158,  3556,  2476,   373,  3366,  2498,    42,  3541,  3824,  1631,  1348,  2512,  2016,  1118,  2304,  4208,  2982,  4214,  4138
    72,   385,  4006,  3328,  2679,  1127,  2302,   573,   928,  1699,  2794,   896,  3586,  2033,  3976,  1269,  3808,  4148,  4006,  1880,  1927,  4194,   116,  1411,  4201,  1745,  2632,  2824,  1273,   763,  2736,  3348,  2091,  2280,  4300,  3472,  1203,  4192,  2597,  3067,  2029,  4289,  1269,  2249,   746,  2031,  2431,   736,   826,  2985
    73,  3420,  1996,  1423,   970,  4236,  3224,  2037,  3111,   573,  3738,  3608,  2993,  3530,  3209,  3897,  1049,  1148,   308,   809,     4,   523,  4082,  3591,  3451,   536,  2870,  1263,  1047,  1369,  3284,  1460,  3520,  1107,  2589,  3329,  2040,  4002,  2107,  2056,  3878,  3325,  2773,  3052,  2941,  2365,   100,  2258,  1398,  3214
    74,  3262,  4157,  3970,   482,   645,  3427,  2245,  2798,  2337,  3642,  3916,  3600,   617,  3366,  2441,  2322,  2108,  1210,  2720,   245,  3031,  4243,   505,  1748,  1235,  2410,  1984,  2260,  2777,  3229,  1113,  4207,  2257,   472,  3584,  2420,  2919,  2203,   374,  3703,  2369,  3034,  2556,  2121,   955,  2933,  3317,  1829,  1803
    75,  3783,  4206,    14,  1576,  1674,   656,  2845,  3685,  2131,  3712,  4230,   225,  3458,  3577,   564,  2456,  2009,  2305,   751,  2410,   919,  3488,  3787,  3177,   971,  3834,  3094,  4302,  1586,  1797,   501,  4275,  1826,  2388,  3411,  1584,   528,  3870,  2477,  3641,  1338,  4013,  3135,  2219,  3551,   999,  3181,   649,  3396
    76,   418,  3040,  2060,   729,  1169,  2170,  2651,  2009,  1664,   264,   594,  3395,  4191,  4004,  1465,  2283,  3868,  3437,  4153,  3351,  1832,  3724,  2391,  2459,  3555,  4009,  2551,  1400,  3241,  3314,   369,  1223,  1264,  3635,  1699,  3540,  2630,  3217,   236,    76,   210,  2507,   788,  3495,  3739,  3169,   938,  4188,  2721
    77,  2378,  4284,   351,  1237,  2363,  1990,  3511,   405,   463,   608,   356,  3229,  2830,  1327,  1192,  3687,   930,  3658,  2875,  1283,  1583,  1988,  2982,  2113,  3533,   264,  3924,  1744,  3088,  2149,  1601,   493,  3453,  2422,    97,  1132,  3322,  3682,  2243,  3430,  1771,  2533,  3217,   609,  3773,  3840,  3319,   838,  1009
    78,  2526,  2147,  2101,  1861,  3955,  3880,  3714,  2728,  2347,  2594,  1307,   315,  3134,  1997,  2608,  2028,  3081,   536,  4041,  3386,  1284,   304,  1749,  3363,   213,  1302,    11,  2724,  4059,  1868,  1012,  1283,   867,   715,  3479,   643,  1674,  2650,  2069,  2234,  1130,  1647,  4207,  1753,  3951,  3620,  2879,  1389,  2716
    79,  2493,    26,  3434,  3277,  3230,   688,  2456,   626,  4101,  2441,  3282,    92,  2882,  3127,  1090,  2510,  1139,  1613,  1897,  1555,  1506,  1509,   888,  2956,  3436,  2121,  2961,  2752,  2549,  1387,  2880,  3024,  3429,  2790,  3813,  1409,  1876,   254,   458,  1376,  3763,  1771,  2018,  3451,  1164,  3107,   216,  2002,  2485
    80,  3731,  4045,  3475,   748,  1222,  3582,   657,  3536,  1606,  1051,  2697,  4154,  1240,  2476,  2750,  1548,  2210,  2533,  2309,  2039,  1909,  1766,   886,  3014,  1582,  4054,  2608,  1996,  3735,  3052,   749,    99,  1869,  3213,   568,   712,  1184,  2703,  1728,  1808,  3639,   448,  3397,  4005,  2685,  2222,  1192,  3208,   531
    81,  2835,  1561,  2999,   422,   167,  4128,  2886,  2504,  3981,  2589,  2267,  4078,  3612,  1001,  2478,  1370,  4050,  1174,  1554,  3431,  3650,  1824,  3750,   512,  3692,  2303,  4156,  3023,   799,  2170,  1641,  3513,  1077,  1765,  1887,  1121,  3482,  2327,  1397,   826,  3700,  3233,  2437,  1184,  2842,  1728,  3979,  3631,  3919
    82,  3759,  1931,  2258,   478,  3202,  1466,   881,   746,  2576,  1133,  2795,  2909,   457,  2182,  1729,  2167,  1574,  2737,  2658,  2690,  1884,  2550,  3403,   251,  1988,  4300,  2921,   194,  3414,  2413,  3404,   366,  2274,  3652,  3029,  1832,    63,  1842,  2737,  3627,  3246,  1379,  4224,   804,  3730,   475,  3458,   689,   466
    83,   168,  3739,  2631,   720,  3053,   293,  1205,  3446,  2685,  4204,  2447,  3416,  3003,     1,  1292,  1333,  4108,  3378,  3924,  1619,   702,  2918,  3147,  2229,  2323,  1662,  1233,  1351,  2661,  3763,  3748,  3899,  3164,  1454,  1071,  3443,  1420,  3838,  1253,  2944,  3616,  1973,  1535,  1119,  3658,  1927,  2952,  4109,   355
    84,  4242,  2800,   610,   508,  3675,  3291,  1895,  1246,  2206,  1700,  1249,  2567,  2016,  1853,  1572,  4112,  2863,  2337,  3632,  3696,  4130,  3483,   856,  3424,  2836,  1777,  1838,   132,   338,  3806,   516,  2400,  4104,  2940,  2592,  3899,   102,  4027,   370,   415,  1893,   723,   677,  1363,  1610,  2897,   645,  2093,  2085
    85,  1746,  1808,  1712,   225,   408,  3407,   931,  3266,  4196,   748,  1220,  2471,  3794,   746,  3211,  3398,   511,  2496,  3359,   858,  1858,  1608,  3162,   963,  2510,  2564,  3947,  3807,   263,  3533,  3607,   447,  4164,  3214,  1855,  1875,   833,  3601,  2904,  2031,   661,  2905,   321,  2123,   145,  2016,  2318,  3829,  3947
    86,  1450,  1099,  4233,  3917,  1765,  1587,  3887,  1741,   207,  2044,  2079,  1586,  2341,  2864,   677,  3036,    80,  2229,  1449,  2222,  4214,   227,  4212,  3319,   411,  1551,  2859,  2508,  2446,  2950,  4280,  2560,  1819,  1471,  2355,  3928,  3822,   903,  3676,  2603,  2726,  1023,  1328,  1397,   237,  3082,  3367,   946,  3020
    87,  2075,  3406,   597,  3482,   110,  2630,   845,   189,  2283,  3843,  1629,  2553,  2369,  1396,  1784,  3758,  1196,  1221,  4116,   437,  1685,  3070,  3775,   763,  2375,  3852,  1332,  1786,  3349,  2005,     8,  2774,  3401,  1932,  3749,  2930,  2992,  2329,   279,  3351,  2776,  1955,  4085,  3031,  2601,  3420,  2353,  3565,  4112
    88,  4127,  3402,  3877,   922,   533,  3424,  1031,  4196,  3616,  3281,  4246,  3258,   679,  2985,  3327,  2183,  3796,    71,  1056,  1232,   529,   853,   674,  3288,   549,  4005,  2141,  2760,   172,  2136,  1886,  2979,  3900,  1972,  3506,  2650,  1246,  4129,  3409,  2050,  1928,  3097,   262,  1917,  1734,  2126,  1417,  4141,  1652
    89,  1633,  2722,  1936,  2440,  1370,  3672,  1943,  3880,  3494,   304,  1567,  3524,  2025,   190,  4177,   189,  1137,  3299,  1237,  3938,  2761,  2186,  3664,  3697,   394,  3934,  4007,  3230,  2267,  3459,  1904,   917,  4126,  2698,   800,  4129,  3555,  2711,  2610,  2628,  4178,  1415,   909,  4024,  1708,   753,   746,  1691,  2450
    90,  2797,   868,  3361,  3864,   738,  3558,  4179,  3842,  3054,  3813,  4026,  2879,  1314,  1663,  3134,  3382,  3474,  1102,  3740,  1190,  2760,  1288,  4223,  2238,  3510,  1938,  4029,  1167,  3092,  2512,  2695,  1535,  3702,   545,  3610,  2537,  4295,  3589,   331,   360,  1230,  3665,    42,  3353,  3534,  2191,  3489,  4073,  3587
    91,  1876,  1305,  3769,  2945,  3536,  1355,  1463,  3946,  3564,   660,  2337,  3726,  2485,  4037,  2288,  3815,  3167,  2542,   395,   724,  4041,   120,  1015,  1383,    32,  2830,  2877,  2675,   833,  1978,  2765,  2825,    13,  3632,  3130,  3706,  2197,  2002,  4287,  3318,  2941,   373,  4302,   882,  1584,  2885,  1300,  4113,   854
    92,   181,   982,  3442,  3108,  3374,  4155,  2175,  1572,  3745,  3799,  1145,   747,  4065,  2967,  1177,  2361,  3148,   312,   455,  2449,  1130,   965,   759,  2026,   674,  1105,  2783,  1947,   305,  2645,  3343,  1443,  1106,   224,  3835,  1136,  3138,  3911,  2223,  1854,   476,  2122,  4142,   916,   782,   690,  2442,  3898,  4104
    93,  3573,  3043,   138,  3502,  2769,  2412,   168,  3945,   176,  3221,  1241,  3390,   513,  2600,  1570,  1361,  4170,   187,   518,  3212,  1998,  2610,   572,  2660,  3158,  4205,  3678,  3859,  3442,  4001,  2200,  3512,  2886,  3753,  2658,  1492,  3468,  3015,    81,  1611,   319,  2596,  3528,   554,  1308,  2406,  3524,   359,   186
    94,  1499,  1550,  1434,   511,  1773,   849,  3445,   444,  1042,   337,  2146,   362,  2650,  3700,  2336,  4297,  2636,  2898,  4263,   954,  2183,  1405,  2129,  3067,  2931,  2779,  1435,  3387,  3578,  3745,   128,   172,  1103,  2180,  1469,  2557,   346,    29,  3365,  3140,  1171,  3046,  3817,  1304,  2809,  3225,  2510,  2113,  1760
    95,  2125,  2424,  2756,  1416,   704,   929,  2867,   546,  1367,  2528,  1889,  3675,  1006,  2549,  3384,  1890,   675,  2240,  2408,  2906,  3410,  3289,  2821,  3202,  2974,   928,  2138,   408,  1798,  3892,  1602,  2872,  3059,    81,   651,  3703,  1922,  2526,  1803,  1200,   930,  2889,  2039,  2814,   444,  2904,  4206,  2544,  2793
    96,   839,  3386,  1191,    95,  2824,   858,  2563,   377,  3070,  1356,   583,  3953,  3695,  2288,  2723,   702,  1788,   947,  2426,   513,  1225,   642,   824,  3805,    95,  3980,  1297,  2363,  1441,  3024,  3968,  4202,  2567,  3081,  1693,  1311,  3263,   560,   217,  4017,   889,  1368,  4051,   950,  2050,   481,   766,  4294,  2722
    97,  3401,  2831,  3027,  1293,  3744,  2316,  1985,  1837,  3473,  2454,   278,  3082,   143,  2589,  3792,  1459,   394,  4096,  3644,  2556,  2305,  2389,  2913,  1099,   266,  3781,  2738,  4145,   116,  3896,  2938,  3175,   957,  4216,   605,   710,  3282,  3649,  1855,  1012,  3357,  2549,   245,  4111,   457,   146,   890,  2736,  4121
    98,  3952,  1114,  3414,  1007,  3480,  1160,  2541,  1541,  2675,  2171,  1978,  3799,  3176,  3613,  1582,  1917,  3871,  3778,  3815,  1422,  1324,   299,   324,   676,   627,   200,  1982,   482,  1843,  1063,   906,  2519,  1716,    62,  1705,  4250,  3679,  3294,  1540,  4020,  3276,  3824,   863,  3911,  3607,  1099,   556,  4217,  3994
    99,   289,  2203,  3843,  1079,  3247,  2019,  3625,  1003,  3249,  3685,  1717,  3820,  1394,  1894,  2735,  3245,   623,  3111,  2819,  2526,  3065,  2479,  1119,  4285,   807,  2657,  2111,    76,  2218,  3665,  1276,  1484,  1919,  1090,  4228,  1570,  2860,   483,  4147,  3651,   642,  2930,  1700,  2482,  2239,  4046,  1112,  4204,  4096
   100,  1355,  3563,  3330,   339,  1311,  1787,  1936,  3355,  4026,  3503,  4141,   632,   235,  1795,  3352,  1220,  1762,  1406,  2326,  4247,   231,  1364,  4295,  1756,  3774,  2000,  2442,  1413,   851,  2522,  1702,  2634,  1029,  2347,  2213,  2384,   385,  2814,  2196,  3524,  3553,  3134,  3732,  3723,  2431,  3403,  2823,  4201,  1922
   101,  1469,  3115,  2823,  1028,   661,  3029,  3885,    52,  2534,  2972,  1057,   449,  1541,  1065,   535,   575,  3384,  1458,  4236,  3279,  3944,   445,   823,  2141,  2201,  3547,  2355,  1803,  1016,  3596,  3526,  2242,   855,  2531,  3678,  3271,  2914,  3274,  1425,  2609,  1678,  1298,  2554,  1791,  3022,  3057,  2052,  3293,  2504
   102,  1545,  1275,   893,  2742,   914,  3280,  1199,  1781,  4278,  1351,   628,  3924,  3663,  2171,  3719,   522,   992,  3239,  1016,  4142,  2112,  3355,  1399,  4203,   776,  1327,  1937,   276,  1743,  2068,  2119,   500,  1276,   159,  3930,  2266,  1624,    60,   360,  2587,  3833,  3529,  4172,  2107,   884,  2147,  3607,  2765,  3647
   103,   764,  2911,  1666,  1524,   953,   934,  1365,  1021,  1283,  2784,  1668,  1385,  3785,  3266,   592,  2697,   923,  3983,  4069,  1895,   935,  2438,  2639,  4185,  2122,   712,  3036,  4168,  2030,  3240,  4180,  4098,  1792,  3821,  3374,  4230,  1945,  3528,  1112,  3506,   591,  3223,  3648,  2237,  2635,  2584,   910,  2052,  2442
   104,  2491,  1909,  3063,  2333,  4011,   969,  2237,    15,   643,  3197,  1067,  4146,   515,   967,  2027,     0,   176,  2624,  3032,   897,  1546,   175,  4283,  2116,  1592,   328,   969,  1788,  3898,  3906,  2843,  1428,  4086,  1519,  3378,   341,  2929,  2639,  3831,  3026,  3678,  3375,   437,  1584,  1534,  3659,   966,  1267,  4103
   105,  2966,  2073,  2852,  3572,  2407,   672,  1756,  2049,  2563,  1159,   978,  1766,  3728,  1062,  2666,  1980,  2375,   298,  3421,  3436,  1615,  3319,  1661,  3982,   616,  2954,  1271,  1344,  2785,   325,  4019,  2302,  3409,  1683,  3397,  3370,   545,   131,  3616,  2104,  1324,   578,  3880,   340,  1158,  2121,  2166,  3034,  3636
   106,   802,  4076,   316,  4178,    70,  3132,  3549,   839,  3340,  3105,  1401,  1474,  3023,  2755,   913,  2920,  1187,  1729,  1194,   279,  2678,  2868,  1420,  2297,  3381,  3255,    59,  3622,  2373,   508,  1833,   536,  3155,  3786,  4128,  2220,  3593,  4226,   639,  2330,   813,  1496,  1473,  1749,   349,    51,  2224,   538,   513
   107,  3302,   243,  2027,   477,  3636,  2429,   518,  2589,  1634,  1822,   938,  3742,  2594,     4,  3588,   337,   481,  3351,   156,   333,  4030,  1735,  1441,  3993,  1110,  1029,   837,  2434,  1110,  4216,  3660,  1278,   482,  1651,  1934,  3815,  3488,  4300,  2602,  1229,  4073,   347,  4129,   988,  3685,  1472,  2740,   876,  3935
   108,  1265,  2794,   820,  4191,   497,   254,  3764,   216,  4089,  1702,  2312,   432,  2874,  4077,   257,  4235,  2513,  2189,  3789,  3417,  2510,   694,  2634,    27,  2215,  1395,  1208,  3349,  3285,   828,  2235,  2630,  2980,  2707,  1137,  2403,  2461,   326,  3564,  1527,  3431,  4000,  2043,  3906,  3512,  3491,   541,  4130,  3698
   109,   675,  1493,  1513,  2014,  1960,  2853,   687,  2482,  1799,  1551,  2485,  2459,  4070,  3524,   221,    71,  4132,  3837,  1047,  3301,  2282,  1025,  2388,  3475,  2468,  2893,   651,  1649,  1469,   137,  2463,   343,  2448,  3089,  2342,  4284,  2338,  1206,  3387,  1828,  1736,   991,   641,  4138,  1924,   795,   519,  2396,  4024
   110,  1784,  3910,  2456,  3831,  3569,   889,  3021,  1790,   760,  3352,  4074,  4210,  1329,  2176,  2069,   370,  3486,  2239,  2912,   874,   457,   715,  3405,  1870,     3,  1995,  3054,  3860,   747,  3092,  3634,  3001,   447,  3627,  3775,  3383,   727,  1127,  3914,   175,  2245,  1419,  3983,    98,  4222,  3686,  1899,  3937,  2966
   111,  1544,   128,   154,   544,  2012,  3991,  4243,  2486,   226,  2992,  4228,   256,   532,  2559,  2848,  2366,   459,   413,  1606,  1968,  3528,  2878,  3953,   409,  2613,   334,  2721,  4225,  3846,   853,  3873,   312,  3552,  2766,  1045,  1096,  3331,  3602,  1673,  3493,  2089,   346,    53,  1810,  2913,  3286,  2068,  3942,  3248
   112,   258,   712,   844,  3858,   775,  2690,  3111,  3581,   233,  2620,  2563,  2675,  1459,  3548,  3277,  2269,  1193,  1843,  3618,  1093,  1865,  3455,  2283,  1486,  2768,   257,  2454,  2244,  1902,   656,  2415,  2402,  3782,  2877,   922,  3766,   109,  1529,  1309,   927,  1516,  1198,  3255,  2288,  3045,   385,   935,  3906,   456
   113,   993,   571,  2031,   512,   372,  3860,  3282,  3632,   806,  2438,  1374,  3381,  1212,  2223,  1384,  2448,  3574,  3577,  1865,  1434,  4274,  4258,   821,  3649,  3744,  2639,  2791,  1230,   357,  1304,  3517,  4066,  1342,   974,  1208,    51,  2387,   518,   473,   590,  1280,   755,  3215,  2827,    20,  4269,  2651,  3694,  1515
   114,  2867,  4069,  1045,  4239,  2128,  2250,  1472,  3639,  1349,  2863,  3772,   109,  3784,  2278,  4030,  4002,  1826,  1882,  3590,    41,   903,  4108,  3038,  2350,  3476,  2005,  3798,  1142,  3819,  1163,   857,  2918,   393,    91,  2458,  3322,   577,  1028,  3518,  1036,  3202,  3774,  2426,   116,   164,   118,  1622,   533,   882
   115,    30,  1173,  2938,   553,  3404,  3398,  1813,  4266,  3569,   160,  1770,   289,  1540,  2048,  2825,  3214,   541,   852,  1168,  2604,  3384,  4193,  3883,  3390,  3945,  3945,   905,  2289,  3625,  2646,  3411,   776,  2380,  3800,  3793,  2400,   983,  4252,  2985,   393,  2476,  3539,  2769,   949,  2325,  3070,  2010,  3019,  3159
   116,  1069,   792,  2851,  2816,  3969,  3385,  1118,  2653,  1571,  1458,  3886,   375,  1891,  2099,  3227,  1565,  2355,   199,  3714,  1506,  1841,  4183,  3359,  1663,   774,  1480,  3287,  3591,   821,  2993,  2319,  2914,  3313,  3557,  3046,  3174,  1677,  2966,  2979,  2977,  1675,   682,   624,  3658,  3123,  2416,  3281,   213,  2033
   117,  2421,   463,    27,  2237,  2775,  2786,  2655,    42,   920,   798,  2565,  2420,   140,  2192,   163,  2555,  1003,  3593,   650,  2140,  1079,  1259,    28,  2937,  4018,  1944,  4104,  3377,  2606,  2719,   767,  4035,  3084,  3841,  3431,  3717,  1856,  2552,  3964,   462,  2736,  3732,   810,  1344,   883,  3872,  1977,  2163,   555
   118,  3993,  2146,  2896,  3742,  2261,  2724,  3805,   329,  2168,  4196,  3525,  1764,  4037,  3601,  3132,   648,  3403,  2548,  2270,  3174,    83,  1941,   805,  1706,  2202,  3226,  4155,  3592,  2844,  1782,   294,  2977,  1437,  1517,  4262,  2794,  1512,   617,  2239,  4025,  2111,  1858,  3986,  4113,  2333,   688,  3507,  1242,  3784
   119,  1754,   253,  3383,  3521,  2623,   891,  3442,  1676,  2678,   636,  2728,  3147,  1962,  1272,  3383,  1829,  3576,   143,  1341,  3671,  1721,  3036,  1842,   924,  1335,  2742,  1207,  3367,    47,  3800,  1742,  3923,  2210,   632,  1128,  1160,  2621,  4098,   537,  1407,  2585,  3374,   668,  1167,  3712,  2660,  4038,   827,  3724
   120,   147,   572,  3263,  3879,  3932,  4052,   894,  1160,  2030,  3095,   618,  3032,  3088,    99,  1083,  2856,  4038,   939,  2170,  3074,  3711,  4066,  3011,  2016,   322,  1322,  2775,   922,  2597,   587,   563,  4228,   966,  3339,  1813,  2622,  4176,   226,  3517,  2186,  1438,  2758,   503,  3561,   897,   799,  1510,  2089,  1504
   121,  1755,   970,  3370,  3220,  3716,  2325,  3502,  3304,  1172,  4019,  3818,  3489,  1518,  3775,   453,  3452,   268,   826,  2368,   419,  1243,   717,  1957,    84,   916,  3176,  2934,  1086,  1771,  1862,  3137,   979,  2771,  3410,  2261,  2810,   159,  1225,  3610,  1940,  1813,   366,    74,  2294,   654,  2000,  3601,   796,  3174
   122,  2924,   447,  1979,   277,    61,  2568,  1898,  2637,  1641,  2487,  3717,   219,  3111,  4011,   688,  3250,  4203,  1666,  2090,  1855,  2207,  3971,  1257,  4141,   898,  1522,   288,  3269,   846,  3998,  1014,  3071,   450,   529,  2315,  2718,   914,  3411,  3091,  1393,   531,  3606,   732,  1197,  1720,  3845,  3953,  1956,  1686
   123,   643,  1989,  1954,  2366,  1936,  1495,  1300,  3948,  2357,  1203,  3874,  1408,  4116,  2809,   745,  1429,   408,  2523,  2664,  1806,   476,  3097,   248,  2636,  1275,  2782,  3382,  2360,  3380,  4205,  3441,  1499,  1196,  3153,  1574,  1977,  1572,  3088,  2608,  3375,  4015,   565,  1598,  3639,  2789,  1155,    25,   903,  2566
   124,  3542,  1216,  1157,   142,  3974,  1464,  2961,  1900,  2728,  2797,   306,  2913,     0,  1047,  3175,  2724,  2892,   527,   187,   707,  3037,  4085,  3393,   555,  3701,   699,  2450,   762,   767,   976,  4009,  4295,  3437,  2657,  3398,  1687,  2666,  2530,  3682,  1082,  2328,  3930,  1638,  1615,  3635,  2335,  1704,  4058,  4290
   125,  2601,  3840,   378,  2617,  4269,  1261,  2158,  1816,  1558,  1530,  3485,  2806,   380,  2893,  2233,  2932,   504,  2664,  1529,  2696,  2239,   476,  3998,   196,  2048,   196,  1541,  1005,   381,   705,  2348,  1144,  3846,  3540,  4154,  1592,  3942,  2495,  3750,  2501,  1698,  3674,  1495,   181,  3831,  1498,  1435,  2354,  1896
   126,  2914,  1967,  3733,  3518,   964,  3276,   674,  1077,  3816,   631,   875,  1668,  1605,  2637,   793,  2481,  2530,  3201,   756,  3609,   892,   856,  3474,  1295,  2869,  3705,  2913,  2887,  1446,  3941,   966,  4219,  1197,  2426,  4172,  3806,   772,  1884,    86,   535,   758,  1769,  3835,   333,  2871,  2074,  2243,  2605,   767
   127,  2305,  1212,  1451,  2655,  1052,  2438,  2505,  3593,  3051,   362,  3995,  4133,  1696,  4123,  1823,  3530,  3704,  2049,  2576,  1457,  1664,  1490,  4172,  2674,  2289,  2355,   155,  4033,  1856,  3266,   476,  4194,  2883,  1611,  1024,  1033,  2590,  1690,  1819,  2235,   629,   959,  1029,   322,  2934,  2787,   449,   130,  1552
   128,  2570,  3788,  2276,  3978,  2456,  1279,  1350,  3667,  2586,  1335,  2775,  1320,  3340,  2133,  2123,  1691,  4035,  3210,  1757,  1216,  1393,  3938,   112,  3765,  1345,   497,   732,  2098,  1404,   465,  3949,  2012,  3468,  3671,  2645,  2692,  2439,  2832,  2869,  3057,  3099,  3402,  1464,  2021,  3857,  3663,  4260,  1921,  3511
